year,customer_id,gender,age,no_of_days_subscribed,multi_screen,mail_subscribed,weekly_mins_watched,minimum_daily_mins,maximum_daily_mins,weekly_max_night_mins,videos_watched,maximum_days,customer_support_calls,churn,multi_screen_score,email_marketing_score,subscription_tenure,engagement_score,consistency_score,night_owl_score,churn_risk_score
2020,623737,Male,43,81,no,no,263.25,10.2,29.84,98,3,3,1,0,1,1,0.3333333333333333,0.500285062713797,0.3418230563002681,0.37226970560303896,0.41699100501643316
2020,623899,Male,35,66,no,yes,286.2,8.9,32.44,108,6,3,0,0,1,2,0.2716049382716049,0.5438996579247434,0.2743526510480887,0.37735849056603776,0.3113648157758174
2020,624466,Female,27,64,no,yes,273.15,10.6,30.96,86,5,3,2,0,1,2,0.26337448559670784,0.5190992018244013,0.34237726098191223,0.3148453230825554,0.47999913509773406
2020,625536,Male,56,143,no,no,178.65,12.2,20.25,100,4,4,0,0,1,1,0.588477366255144,0.33950969213226906,0.6024691358024691,0.559753708368318,0.4508951738453555
2020,626162,Male,44,70,no,no,349.2,12.9,39.58,104,7,4,0,1,1,1,0.2880658436213992,0.6636259977194983,0.325922182920667,0.29782359679266895,0.22963155163466534
2020,626228,Female,28,138,yes,no,69.75,9.6,7.91,95,4,3,4,1,2,1,0.5679012345679012,0.13255416191562142,1.213653603034134,1.3620071684587813,0.8955846739318458
2020,626273,Male,27,65,no,no,316.95,13.2,35.92,118,5,4,3,0,1,1,0.2674897119341564,0.6023375142531356,0.3674832962138084,0.3722984697901877,0.4990269849507007
2020,627687,Female,31,85,no,no,389.7,5.4,44.17,72,1,2,0,0,1,1,0.3497942386831276,0.7405929304446978,0.12225492415666739,0.18475750577367206,0.1770887389724962
2020,627901,Female,36,159,no,yes,170.85,11.8,19.36,137,9,4,1,0,1,2,0.654320987654321,0.3246864310148232,0.609504132231405,0.8018729880011707,0.536866459090123
2020,628265,Male,43,85,no,no,145.05,9.7,16.44,88,3,3,2,0,1,1,0.3497942386831276,0.27565564424173317,0.5900243309002432,0.6066873491899345,0.6461901055180765
2020,628598,Male,42,98,no,no,244.2,6.0,27.68,104,3,2,2,0,1,1,0.40329218106995884,0.46408209806157347,0.2167630057803468,0.4258804258804259,0.5175575160006921
2020,629901,Male,44,131,no,no,317.7,10.8,36.01,96,7,3,0,0,1,1,0.5390946502057613,0.6037628278221208,0.2999166898083866,0.3021718602455146,0.2704981837052414
2020,629946,Male,72,75,no,no,184.2,10.7,20.88,91,2,3,2,0,1,1,0.30864197530864196,0.35005701254275934,0.5124521072796935,0.49402823018458203,0.5953987199446463
2020,630107,Male,32,110,no,no,197.85,7.1,22.42,105,4,2,1,0,1,1,0.45267489711934156,0.3759977194982896,0.3166815343443353,0.530705079605762,0.5018379173153436
2020,631754,Female,25,77,no,no,213.45,9.9,24.19,82,1,3,1,0,1,1,0.3168724279835391,0.40564424173318125,0.4092600248036379,0.384164909814945,0.48159920428991526
2020,631810,Female,49,158,no,no,303.0,10.4,34.34,84,6,3,1,0,1,1,0.6502057613168725,0.5758266818700114,0.3028538147932439,0.27722772277227725,0.3654212074035634
2020,632309,Male,35,155,no,yes,274.95,5.1,31.16,90,7,2,1,0,1,2,0.6378600823045267,0.5225199543899657,0.16367137355584072,0.32733224222585927,0.4018119702473622
2020,632362,Male,40,87,no,yes,215.25,11.2,24.4,69,5,4,0,0,1,2,0.35802469135802467,0.4090649942987457,0.4590163934426229,0.3205574912891986,0.4034120394395434
2020,632372,Female,50,116,no,no,288.15,7.9,32.66,94,2,3,3,0,1,1,0.4773662551440329,0.5476054732041048,0.24188609920391912,0.3262189831684887,0.5363907628437988
2020,632379,Female,28,149,no,no,310.95,8.6,35.24,83,4,3,1,0,1,1,0.6131687242798354,0.5909350057012542,0.24404086265607272,0.2669239427560701,0.35510724788098946
2020,632915,Male,38,86,no,no,285.75,10.1,32.39,89,5,3,3,0,1,1,0.35390946502057613,0.5430444697833523,0.3118246372337141,0.3114610673665792,0.5395044110015569
2020,633760,Female,25,146,no,yes,303.75,7.8,34.43,77,2,3,1,0,1,2,0.6008230452674898,0.5772519954389965,0.22654661632297413,0.25349794238683127,0.36444819235426407
2020,633877,Male,40,179,no,no,328.8,6.1,37.26,104,5,2,0,0,1,1,0.7366255144032922,0.6248574686431014,0.16371443907675798,0.31630170316301703,0.2560975609756098
2020,634050,Male,29,106,no,no,267.6,9.6,30.33,105,2,3,0,0,1,1,0.43621399176954734,0.508551881413911,0.3165182987141445,0.39237668161434974,0.33549558899844323
2020,634909,Male,30,134,no,no,304.05,12.1,34.46,108,7,4,0,0,1,1,0.551440329218107,0.5778221208665906,0.351131746952989,0.3552047360631475,0.288207057602491
2020,635049,Male,49,68,no,no,197.4,10.2,22.37,107,5,3,3,0,1,1,0.27983539094650206,0.3751425313568985,0.4559678140366562,0.5420466058763931,0.6541255838090295
2020,635612,Female,46,59,no,no,225.3,12.1,25.53,128,2,4,1,0,1,1,0.24279835390946503,0.4281641961231471,0.4739522130826478,0.5681313803817133,0.4662255665109844
2020,635997,Male,42,60,no,no,379.05,12.4,42.96,100,4,4,2,0,1,1,0.24691358024691357,0.7203534777651083,0.2886405959031657,0.2638174383326738,0.34260941013665464
2020,636190,Male,40,29,yes,yes,352.5,5.7,39.95,106,7,2,2,0,2,2,0.11934156378600823,0.669897377423033,0.14267834793491874,0.300709219858156,0.3770541428818544
2020,637281,Male,56,100,no,no,106.2,9.5,12.04,125,1,3,6,1,1,1,0.411522633744856,0.20182440136830102,0.7890365448504983,1.177024482109228,1.0
2020,637476,Female,20,185,yes,yes,231.15,12.9,26.2,105,3,4,2,0,2,2,0.7613168724279835,0.43928164196123143,0.49236641221374045,0.45425048669695,0.5344879778585021
2020,638869,Female,30,100,yes,no,102.75,12.1,11.65,99,9,4,0,0,2,1,0.411522633744856,0.19526795895096918,1.03862660944206,0.9635036496350365,0.5493642968344578
2020,639438,Female,24,185,no,yes,284.7,7.5,32.27,126,3,3,1,0,1,2,0.7613168724279835,0.541049030786773,0.23241400681747748,0.4425711275026344,0.3891627746064696
2020,639725,Female,43,157,no,yes,288.9,6.8,32.74,139,5,2,3,0,1,2,0.6460905349794238,0.54903078677309,0.207697006719609,0.4811353409484251,0.5354177477944994
2020,640102,Female,42,158,no,no,331.35,6.4,37.55,75,5,2,0,0,1,1,0.6502057613168725,0.6297035347776511,0.1704394141145139,0.22634676324128564,0.25278930980799175
2020,640148,Female,37,86,no,yes,338.1,12.9,38.32,112,3,4,1,0,1,2,0.35390946502057613,0.6425313568985177,0.3366388308977035,0.33126293995859213,0.3198841030963501
2020,641119,Female,35,41,no,yes,291.6,17.2,33.05,115,9,5,2,0,1,2,0.16872427983539096,0.5541619156214367,0.5204236006051437,0.39437585733882025,0.45606296488496806
2020,641375,Female,28,72,no,yes,144.9,6.2,16.42,117,4,2,4,1,1,2,0.2962962962962963,0.27537058152793614,0.3775883069427527,0.8074534161490683,0.7980885659920429
2020,641466,Male,28,101,yes,no,290.55,11.6,32.93,100,8,4,0,0,2,1,0.4156378600823045,0.5521664766248574,0.3522623747342849,0.34417484081913613,0.3057213284898807
2020,642080,Male,47,157,no,no,336.75,11.5,38.17,118,2,4,2,0,1,1,0.6460905349794238,0.6399657924743443,0.3012837306785433,0.3504083147735709,0.3974874589171425
2020,642802,Female,36,93,no,yes,176.85,9.8,20.04,86,3,3,1,0,1,2,0.38271604938271603,0.33608893956670466,0.4890219560878244,0.48628781453208936,0.5290823386957275
2020,643032,Female,33,75,no,no,249.45,6.1,28.27,80,5,2,1,0,1,1,0.30864197530864196,0.4740592930444697,0.2157764414573753,0.32070555221487274,0.4348944819235427
2020,643397,Female,54,136,no,no,213.45,6.0,24.19,75,11,2,2,0,1,1,0.5596707818930041,0.40564424173318125,0.2480363786688714,0.35137034434293746,0.5574511330219686
2020,643674,Male,33,136,no,no,138.0,10.3,15.64,90,10,3,1,0,1,1,0.5596707818930041,0.2622576966932725,0.6585677749360614,0.6521739130434783,0.5794845182494379
2020,644281,Male,42,45,no,yes,137.55,7.7,15.59,103,5,3,1,0,1,2,0.18518518518518517,0.2614025085518814,0.4939063502245029,0.7488186114140312,0.5800683272790176
2020,644601,Male,47,101,no,yes,181.65,10.1,20.59,75,6,3,0,0,1,2,0.4156378600823045,0.34521094640820976,0.49052938319572603,0.41288191577208916,0.4470031136481578
2020,645595,Male,49,67,no,no,269.7,10.9,30.57,97,4,3,0,0,1,1,0.2757201646090535,0.5125427594070695,0.3565587176970886,0.3596588802373007,0.3327711468604048
2020,645985,Female,39,91,yes,yes,140.25,9.9,15.9,133,3,3,0,0,2,2,0.37448559670781895,0.266533637400228,0.6226415094339623,0.948306595365419,0.5007135443694863
2020,646421,Male,46,87,yes,no,250.95,11.0,28.44,88,6,3,1,0,2,1,0.35802469135802467,0.47690992018244005,0.38677918424753865,0.35066746363817497,0.4329484518249439
2020,646553,Female,47,68,no,no,334.2,11.0,37.88,111,3,3,3,0,1,1,0.27983539094650206,0.6351197263397946,0.29039070749736007,0.33213644524236985,0.4766476388168139
2020,646606,Female,36,88,no,yes,329.25,16.1,37.32,92,5,5,1,0,1,2,0.36213991769547327,0.6257126567844925,0.4314040728831726,0.27942293090356873,0.3313656806780835
2020,646745,Male,59,55,no,no,283.5,17.1,32.13,87,6,5,0,0,1,1,0.22633744855967078,0.5387685290763967,0.5322128851540616,0.30687830687830686,0.31486766995329535
2020,647023,Male,50,86,no,no,335.85,7.3,38.06,143,9,2,1,0,1,1,0.35390946502057613,0.6382554161915621,0.19180241723594327,0.42578532082775045,0.32280314824424844
2020,647042,Male,32,73,no,no,321.45,10.8,36.43,92,13,3,1,0,1,1,0.3004115226337449,0.6108893956670467,0.2964589623936317,0.2862031420127547,0.34148503719079754
2020,647251,Female,46,215,no,no,125.4,10.7,14.21,110,9,3,0,0,1,1,0.8847736625514403,0.23831242873432154,0.7529908515130189,0.8771929824561403,0.519979242345615
2020,648706,Female,31,105,no,no,173.25,13.3,19.64,90,5,4,3,0,1,1,0.43209876543209874,0.3292474344355758,0.6771894093686355,0.5194805194805194,0.6854566683964712
2020,649070,Male,35,62,no,no,239.85,5.6,27.18,109,4,2,1,0,1,1,0.2551440329218107,0.4558152793614595,0.20603384841795447,0.4544506983531374,0.44734907455457534
2020,649529,Male,50,111,no,no,148.95,9.0,16.88,94,6,3,3,0,1,1,0.4567901234567901,0.28306727480045607,0.533175355450237,0.6310842564619,0.7169823559937727
2020,649582,Female,48,46,no,no,187.2,8.6,21.22,72,4,3,2,0,1,1,0.18930041152263374,0.35575826681870004,0.40527803958529685,0.38461538461538464,0.5915066597474486
2020,650101,Male,56,117,yes,no,81.3,8.6,9.21,84,2,3,1,1,2,1,0.48148148148148145,0.15450399087799313,0.9337676438653636,1.033210332103321,0.6530444559764746
2020,650136,Female,43,136,no,no,375.3,13.0,42.53,114,2,4,1,1,1,1,0.5596707818930041,0.7132269099201825,0.3056665882906183,0.3037569944044764,0.27162255665109847
2020,650525,Female,37,113,no,no,193.05,9.2,21.88,135,4,3,2,1,1,1,0.46502057613168724,0.3668757126567845,0.4204753199268738,0.6993006993006993,0.583917142362913
2020,650616,Female,25,75,no,no,471.9,5.7,53.48,100,3,2,2,1,1,1,0.30864197530864196,0.8968072976054731,0.10658189977561716,0.21190930281839374,0.22215014703338534
2020,651092,Female,30,139,no,no,289.2,13.0,32.78,101,3,4,3,0,1,1,0.5720164609053497,0.5496009122006841,0.39658328248932273,0.3492392807745505,0.5350285417747795
2020,651751,Male,58,113,no,no,323.25,6.6,36.64,91,9,2,4,0,1,1,0.46502057613168724,0.6143101482326111,0.1801310043668123,0.2815158546017015,0.5667055872686387
2020,652115,Female,32,158,no,no,314.85,8.2,35.68,93,3,3,1,0,1,1,0.6502057613168725,0.5983466362599772,0.22982062780269052,0.29537875178656503,0.3500475696246325
2020,652292,Male,32,94,no,no,351.6,2.0,39.85,121,2,1,1,1,1,1,0.3868312757201646,0.6681870011402509,0.050188205771643624,0.3441410693970421,0.3023698322089604
2020,652353,Male,33,11,no,yes,197.25,10.0,22.36,87,3,3,2,0,1,2,0.04526748971193416,0.37485746864310143,0.44722719141323797,0.44106463878326996,0.5784682580868363
2020,652365,Male,29,132,no,no,287.85,12.6,32.62,88,2,4,1,0,1,1,0.5432098765432098,0.5470353477765109,0.3862660944206009,0.30571478200451624,0.38507611139941195
2020,653069,Male,39,41,no,no,314.85,9.6,35.68,104,4,3,1,0,1,1,0.16872427983539096,0.5983466362599772,0.26905829596412556,0.3303160235032555,0.3500475696246325
2020,653347,Male,53,74,no,no,159.6,11.4,18.09,81,3,4,1,0,1,1,0.3045267489711934,0.30330672748004556,0.6301824212271974,0.5075187969924813,0.5514616848296143
2020,654129,Male,42,37,no,no,350.55,12.0,39.73,101,2,4,2,0,1,1,0.1522633744855967,0.6661915621436716,0.30203876164107735,0.2881186706603908,0.3795839820100329
2020,654174,Female,35,130,no,yes,212.85,8.7,24.12,101,5,3,0,0,1,2,0.5349794238683128,0.4045039908779931,0.3606965174129353,0.4745125675358234,0.4065256875973016
2020,654914,Male,29,128,no,no,293.4,16.0,33.25,76,2,5,0,0,1,1,0.5267489711934157,0.5575826681870011,0.48120300751879697,0.25903203817314246,0.3020238713025429
2020,655068,Male,37,118,yes,yes,230.7,9.2,26.15,103,6,3,1,0,2,2,0.48559670781893005,0.4384264538198403,0.35181644359464626,0.44646727351538795,0.45921985815602845
2020,655895,Male,31,50,no,no,387.15,11.7,43.88,110,5,4,1,0,1,1,0.205761316872428,0.7357468643101481,0.26663628076572454,0.2841275991217874,0.25624891887216755
2020,657007,Female,33,99,no,yes,131.55,7.3,14.91,112,4,2,2,0,1,2,0.4074074074074074,0.25,0.48960429242119385,0.8513873052071455,0.6637043764054662
2020,658304,Female,28,76,no,no,449.25,13.7,50.92,134,4,4,0,1,1,1,0.31275720164609055,0.8537628278221208,0.2690494893951296,0.29827490261547024,0.09983134405812151
2020,658333,Male,27,107,yes,no,410.25,11.0,46.5,67,9,3,2,0,2,1,0.4403292181069959,0.7796465222348916,0.23655913978494625,0.16331505179768435,0.3021319840857984
2020,658453,Female,29,83,no,no,341.85,12.1,38.74,100,5,4,1,0,1,1,0.34156378600823045,0.6496579247434435,0.3123386680433661,0.292525961679099,0.31501902784985303
2020,658778,Male,57,96,yes,no,300.9,11.2,34.1,95,5,4,2,0,2,1,0.3950617283950617,0.5718358038768528,0.32844574780058644,0.31571950814224,0.44399757827365516
2020,659077,Female,46,98,no,no,309.75,12.4,35.11,115,5,4,5,0,1,1,0.40329218106995884,0.5886545039908779,0.3531757334092851,0.37126715092816787,0.6600717868880818
2020,659090,Male,43,63,no,yes,228.3,12.3,25.87,103,5,4,1,0,1,2,0.25925925925925924,0.4338654503990878,0.47545419404715883,0.4511607533946561,0.46233350631378667
2020,659418,Female,51,104,no,no,351.3,9.8,39.81,79,6,3,0,1,1,1,0.4279835390946502,0.6676168757126567,0.2461693041949259,0.22487902077996014,0.22690710949662696
2020,659694,Male,29,123,no,no,171.6,11.0,19.45,102,3,3,0,0,1,1,0.5061728395061729,0.32611174458380837,0.5655526992287918,0.5944055944055944,0.4600415153087702
2020,660340,Male,45,88,no,no,98.1,13.8,11.12,113,1,4,2,0,1,1,0.36213991769547327,0.1864310148232611,1.2410071942446044,1.1518858307849134,0.7071008476042209
2020,660935,Female,44,131,no,yes,234.9,13.4,26.62,120,10,4,1,0,1,2,0.5390946502057613,0.4464082098061573,0.503380916604057,0.5108556832694764,0.45377097387995174
2020,662160,Male,66,137,no,no,345.3,10.7,39.13,111,7,3,4,0,1,1,0.5637860082304527,0.6562143671607753,0.27344748274980835,0.32145960034752386,0.5380989448192355
2020,662662,Female,42,20,no,yes,257.25,7.1,29.16,125,3,2,0,0,1,2,0.0823045267489712,0.48888255416191556,0.24348422496570632,0.4859086491739553,0.3489231966787754
2020,663391,Male,54,13,no,no,87.6,11.9,9.93,115,5,4,1,0,1,1,0.053497942386831275,0.1664766248574686,1.1983887210473314,1.312785388127854,0.6448711295623595
2020,663624,Male,25,168,no,yes,263.85,7.3,29.9,81,5,2,2,0,1,2,0.691358024691358,0.5014253135689852,0.2441471571906355,0.3069926094371802,0.4920645217090469
2020,663672,Male,38,92,yes,no,196.05,9.4,22.22,98,2,3,2,1,2,1,0.3786008230452675,0.3725769669327252,0.4230423042304231,0.4998724815098189,0.5800250821657154
2020,664641,Female,29,147,yes,no,235.5,7.1,26.69,96,6,2,0,0,2,1,0.6049382716049383,0.44754846066134546,0.2660172349194454,0.40764331210191085,0.3771406331084588
2020,665818,Female,37,142,no,yes,356.1,9.2,40.36,110,3,3,3,0,1,2,0.5843621399176955,0.6767388825541619,0.22794846382556988,0.3089019938219601,0.4482355993772704
2020,666144,Female,40,70,no,no,263.1,11.6,29.82,96,4,4,0,0,1,1,0.2880658436213992,0.5,0.38900067069081157,0.3648802736602052,0.3413336792942398
2020,666573,Female,52,141,no,no,240.15,7.0,27.22,107,1,2,2,0,1,1,0.5802469135802469,0.45638540478905354,0.25716385011021314,0.4455548615448678,0.522811797266909
2020,667099,Female,31,95,no,no,403.5,7.3,45.73,61,4,2,2,1,1,1,0.39094650205761317,0.766818700114025,0.15963262628471453,0.15117719950433706,0.3108891195294933
2020,667416,Female,31,13,no,no,219.6,11.3,24.89,96,3,4,1,0,1,1,0.053497942386831275,0.4173318129988597,0.4539975893933307,0.4371584699453552,0.47362048088566006
2020,667709,Male,36,37,no,no,309.0,8.4,35.02,86,11,3,0,0,1,1,0.1522633744855967,0.5872291904218928,0.23986293546544823,0.2783171521035599,0.2817851582771147
2020,668129,Male,38,78,no,no,346.5,9.5,39.27,120,3,3,1,0,1,1,0.32098765432098764,0.6584948688711516,0.24191494779730072,0.3463203463203463,0.30898633454419655
2020,669090,Male,38,105,no,no,210.9,6.8,23.9,83,3,2,2,0,1,1,0.43209876543209874,0.4007981755986317,0.2845188284518829,0.3935514461830251,0.5607593841895867
2020,669647,Female,32,68,yes,no,222.75,14.5,25.25,121,7,4,1,1,2,1,0.27983539094650206,0.42331812998859747,0.5742574257425743,0.5432098765432098,0.46953381767860236
2020,669878,Female,63,142,no,yes,231.0,10.8,26.18,83,5,3,1,0,1,2,0.5843621399176955,0.4389965792474344,0.41252864782276555,0.3593073593073593,0.4588306521363087
2020,670143,Male,32,77,no,no,284.25,9.2,32.22,91,7,3,0,0,1,1,0.3168724279835391,0.540193842645382,0.28553693358162635,0.3201407211961302,0.31389465490399593
2020,670575,Male,33,101,no,no,230.7,11.6,26.15,77,2,4,4,0,1,1,0.4156378600823045,0.4384264538198403,0.4435946462715106,0.3337667967056784,0.6867756443521883
2020,670709,Male,42,56,no,no,226.35,11.7,25.65,115,5,4,3,0,1,1,0.23045267489711935,0.43015963511972627,0.45614035087719296,0.5080627347028938,0.6165672029060717
2020,671533,Male,31,112,no,yes,170.55,10.0,19.33,118,3,3,2,0,1,2,0.4609053497942387,0.3241163055872292,0.5173305742369374,0.6918792143066549,0.613107593841896
2020,671575,Male,41,98,no,no,109.2,10.5,12.38,110,4,3,3,0,1,1,0.40329218106995884,0.20752565564424172,0.8481421647819063,1.0073260073260073,0.7685521536066425
2020,671616,Male,38,79,no,no,392.55,6.0,44.49,83,3,2,3,1,1,1,0.32510288065843623,0.7460091220068414,0.13486176668914363,0.21143803337154501,0.40094706798131813
2020,671980,Female,44,83,no,no,202.2,7.7,22.92,123,5,3,2,0,1,1,0.34156378600823045,0.3842645381984036,0.33595113438045365,0.6083086053412463,0.57204635876146
2020,672085,Male,50,15,yes,no,212.1,8.1,24.04,88,3,3,2,0,2,1,0.06172839506172839,0.4030786773090079,0.33693843594009987,0.4148986327204149,0.5592025601107076
2020,672333,Male,30,182,no,no,264.15,9.7,29.94,134,4,3,1,0,1,1,0.7489711934156379,0.5019954389965792,0.32398129592518365,0.5072875260268788,0.4158233869572739
2020,672828,Female,51,167,yes,no,367.2,10.7,41.62,110,3,3,2,0,2,1,0.6872427983539094,0.6978335233751425,0.25708793849111,0.2995642701525055,0.3579830479155856
2020,673382,Female,48,98,no,no,247.5,12.5,28.05,94,7,4,1,1,1,1,0.40329218106995884,0.4703534777651083,0.4456327985739751,0.3797979797979798,0.4374243210517212
2020,673611,Female,38,119,no,no,238.65,8.8,27.05,91,3,3,5,1,1,1,0.4897119341563786,0.4535347776510832,0.32532347504621073,0.3813115441022418,0.7523136135616677
2020,674204,Male,69,77,no,yes,224.1,10.1,25.4,84,6,3,1,0,1,2,0.3168724279835391,0.42588369441277074,0.3976377952755905,0.3748326639892905,0.46778239058986343
2020,675304,Female,59,162,no,no,330.9,10.5,37.5,89,11,3,1,0,1,1,0.6666666666666666,0.6288483466362599,0.28,0.26896343306134785,0.32922504756962473
2020,676034,Female,57,96,no,no,146.4,11.6,16.59,105,9,4,1,0,1,1,0.3950617283950617,0.2782212086659065,0.699216395418927,0.7172131147540983,0.5685867496972842
2020,676821,Male,30,43,no,no,265.8,12.7,30.12,144,2,4,4,0,1,1,0.17695473251028807,0.5051311288483467,0.4216467463479415,0.5417607223476297,0.6412385400449749
2020,677238,Female,46,109,no,no,243.9,11.5,27.64,118,4,4,0,0,1,1,0.448559670781893,0.4635119726339794,0.41606367583212733,0.4838048380483805,0.3662428645563053
2020,678142,Male,58,61,no,yes,381.6,10.5,43.25,91,4,3,0,0,1,2,0.25102880658436216,0.7251995438996579,0.24277456647398843,0.23846960167714884,0.18759730150492998
2020,678217,Female,18,64,no,no,218.25,8.9,24.74,91,8,3,1,0,1,1,0.26337448559670784,0.4147662485746864,0.3597413096200486,0.41695303550973656,0.47537190797439904
2020,678981,Female,37,47,no,yes,211.95,7.8,24.02,84,2,3,1,0,1,2,0.1934156378600823,0.4027936145952109,0.3247293921731891,0.39631988676574664,0.4835452343885142
2020,679062,Male,42,80,no,no,222.9,10.0,25.26,86,2,3,2,0,1,1,0.3292181069958848,0.4236031927023945,0.395882818685669,0.3858232391206819,0.5451911434007958
2020,679437,Male,24,66,no,no,51.0,11.5,5.78,120,3,4,0,0,1,1,0.2716049382716049,0.096921322690992,1.9896193771626298,2.3529411764705883,0.6165023352361184
2020,679528,Female,42,73,no,yes,291.6,11.5,33.05,110,3,4,0,0,1,2,0.3004115226337449,0.5541619156214367,0.3479576399394857,0.3772290809327846,0.3043591074208615
2020,679548,Female,27,116,no,yes,402.9,11.6,45.66,106,3,4,2,0,1,2,0.4773662551440329,0.7656784492588369,0.25405168637757347,0.26309257880367337,0.3116675315689328
2020,680378,Female,64,134,no,no,265.8,8.9,30.12,113,3,3,2,0,1,1,0.551440329218107,0.5051311288483467,0.29548472775564416,0.4251316779533484,0.4895346825808684
2020,680534,Male,39,46,no,no,246.3,8.1,27.91,119,1,3,1,0,1,1,0.18930041152263374,0.468072976054732,0.29021855965603716,0.4831506293138449,0.4389811451306004
2020,680762,Male,33,83,no,no,506.1,15.8,57.36,114,7,5,0,1,1,1,0.34156378600823045,0.9618015963511972,0.27545327754532767,0.22525192649673975,0.026076803321224733
2020,680910,Female,62,79,no,no,331.35,12.2,37.55,74,2,4,1,0,1,1,0.32510288065843623,0.6297035347776511,0.32490013315579225,0.22332880639806849,0.328641238540045
2020,681326,Female,47,75,no,no,214.8,11.9,24.34,96,9,4,1,0,1,1,0.30864197530864196,0.4082098061573546,0.4889071487263763,0.44692737430167595,0.47984777720117633
2020,681418,Male,34,87,no,yes,361.2,7.1,40.94,115,3,2,2,0,1,2,0.35802469135802467,0.6864310148232611,0.1734245236932096,0.3183831672203765,0.365767168309981
2020,681779,Female,22,95,no,no,251.4,13.4,28.49,113,6,4,2,0,1,1,0.39094650205761317,0.47776510832383123,0.47034047034047033,0.4494828957836118,0.5082165715274175
2020,681808,Female,34,43,yes,no,377.25,9.3,42.76,67,4,3,0,0,2,1,0.17695473251028807,0.7169327251995439,0.21749298409728735,0.17760106030483763,0.19324078879086667
2020,681978,Male,31,112,no,yes,274.8,9.7,31.14,95,3,3,0,0,1,2,0.4609053497942387,0.5222348916761688,0.3114964675658317,0.3457059679767103,0.3261546445251687
2020,682221,Female,36,127,yes,no,265.35,7.7,30.07,138,2,3,1,1,2,1,0.522633744855967,0.5042759407069556,0.2560691719321583,0.5200678349349914,0.4142665628783947
2020,682601,Female,36,59,no,no,249.45,10.0,28.27,108,3,3,2,0,1,1,0.24279835390946503,0.4740592930444697,0.3537318712415989,0.4329524954900782,0.510746410655596
2020,683088,Male,42,62,no,no,273.45,11.2,30.99,131,1,4,2,0,1,1,0.2551440329218107,0.5196693272519953,0.36140690545337206,0.47906381422563543,0.4796099290780143
2020,683510,Male,32,145,no,yes,386.55,11.1,43.81,86,4,3,2,0,1,2,0.5967078189300411,0.73460661345496,0.2533668112303127,0.2224809209675333,0.33287925964366033
2020,683661,Female,35,122,no,no,444.6,11.4,50.39,107,3,4,4,1,1,1,0.5020576131687243,0.8449258836944128,0.22623536415955547,0.24066576698155645,0.40927175229199103
2020,683865,Male,58,95,no,no,262.8,7.5,29.78,95,2,3,1,0,1,1,0.39094650205761317,0.4994298745724059,0.251846877098724,0.3614916286149163,0.4175748140460129
2020,684894,Male,40,100,no,no,305.7,12.5,34.65,83,3,4,0,0,1,1,0.411522633744856,0.580957810718358,0.3607503607503607,0.27150801439319594,0.28606642449403225
2020,684897,Male,34,48,no,yes,228.0,15.7,25.84,109,5,5,2,1,1,2,0.19753086419753085,0.4332953249714937,0.6075851393188854,0.4780701754385965,0.5385746410655596
2020,685001,Male,49,111,no,yes,249.3,11.2,28.25,92,2,4,3,0,1,2,0.4567901234567901,0.47377423033067273,0.39646017699115044,0.36903329322101885,0.5867929423975091
2020,686010,Male,29,107,yes,no,199.95,12.9,22.66,123,2,4,3,1,2,1,0.4403292181069959,0.3799885974914481,0.5692850838481907,0.6151537884471118,0.6508173326414116
2020,686813,Male,50,104,no,yes,420.3,13.3,47.63,102,3,4,4,0,1,2,0.4279835390946502,0.798745724059293,0.27923577577157266,0.24268379728765166,0.4407974398892926
2020,686858,Female,45,125,no,no,305.1,11.0,34.58,113,4,3,1,0,1,1,0.51440329218107,0.5798175598631699,0.3181029496818971,0.37037037037037035,0.3626967652655251
2020,687247,Male,55,85,yes,no,295.8,8.3,33.52,133,4,3,4,0,2,1,0.3497942386831276,0.5621436716077537,0.24761336515513122,0.4496281271129141,0.6023179380729978
2020,687293,Male,37,111,no,no,337.35,10.3,38.23,97,3,3,0,0,1,1,0.4567901234567901,0.6411060433295325,0.2694219199581481,0.2875352008299985,0.2450051894135963
2020,687442,Male,75,128,no,yes,268.95,8.6,30.48,78,7,3,0,0,1,2,0.5267489711934157,0.5111174458380843,0.2821522309711285,0.29001673173452314,0.3337441619097043
2020,688372,Male,28,72,no,no,177.3,12.2,20.09,106,3,4,3,0,1,1,0.2962962962962963,0.3369441277080958,0.6072672971627675,0.5978567399887197,0.6802023871302543
2020,688681,Male,33,67,no,no,302.1,7.0,34.24,119,3,2,0,0,1,1,0.2757201646090535,0.5741163055872291,0.20443925233644855,0.3939093015557762,0.2907368967306695
2020,689875,Female,42,182,no,no,103.65,6.5,11.75,96,4,2,0,0,1,1,0.7489711934156379,0.1969783352337514,0.5531914893617021,0.9261939218523878,0.5481966787752984
2020,690137,Male,44,103,no,yes,167.7,6.9,19.01,81,4,2,1,0,1,2,0.42386831275720166,0.31870011402508547,0.36296685954760655,0.483005366726297,0.5409531222971805
2020,690668,Female,34,114,no,no,127.05,14.5,14.4,95,8,4,1,0,1,1,0.4691358024691358,0.24144811858608892,1.0069444444444444,0.747737111373475,0.5936905379692095
2020,691035,Male,45,159,no,no,413.7,7.4,46.89,93,5,2,2,1,1,1,0.654320987654321,0.7862029646522234,0.1578161654937087,0.22480058013052936,0.29765611485902105
