year,customer_id,gender_filled,age,no_of_days_subscribed,multi_screen,mail_subscribed,weekly_mins_watched,minimum_daily_mins,maximum_daily_mins,weekly_max_night_mins,videos_watched,maximum days_filled,customer_support_calls,churn_filled
2020,429024,Male,33,91,no,no,238.5,10.1,27.03,73,4,3,0,0
2020,430432,Male,31,107,no,no,235.65,12.1,26.71,138,6,4,1,0
2020,431281,Male,32,98,no,yes,320.55,10.7,36.33,73,5,3,2,0
2020,431395,Female,39,116,no,no,239.1,9.7,27.1,71,2,3,6,1
2020,432266,Female,43,13,no,yes,397.95,12.9,45.1,117,1,4,1,0
2020,432797,Male,24,32,no,no,346.35,6.3,39.25,53,2,2,0,0
2020,432902,Male,29,107,no,no,333.45,12.1,37.79,117,4,4,1,1
2020,434615,Male,31,48,no,no,450.6,7.2,51.07,94,5,2,2,0
2020,434651,Female,34,95,no,no,104.1,8.9,11.8,102,5,3,0,0
2020,435274,Female,38,155,no,no,248.1,8.9,28.12,108,4,3,3,0
2020,435341,Male,32,58,no,no,224.1,14.9,25.4,108,3,5,1,0
2020,436001,Female,28,162,no,yes,276.75,12.3,31.37,106,6,4,0,0
2020,436092,Female,37,51,no,no,344.55,9.6,39.05,128,1,3,1,1
2020,436358,Male,40,69,no,no,275.1,9,31.18,94,5,3,3,0
2020,436471,Female,30,127,yes,yes,143.85,10.4,16.3,132,3,3,1,0
2020,436764,Female,37,89,no,no,134.25,12.3,15.22,116,1,4,3,0
2020,437014,Female,53,54,yes,no,321.15,10.1,36.4,75,3,3,1,0
2020,437078,Male,41,83,no,no,346.95,12.4,39.32,106,2,4,3,0
2020,437285,Female,32,130,no,no,186.45,3.5,21.13,83,6,1,0,0
2020,438310,Male,24,104,yes,no,240.6,12.6,27.27,90,5,4,4,0
2020,438855,Female,54,124,no,yes,377.1,7.5,42.74,121,5,3,1,0
2020,440161,Male,74,161,no,no,267.15,8.5,30.28,78,2,3,1,0
2020,440165,Female,45,72,no,no,163.65,8.3,18.55,84,6,3,0,0
2020,440338,Female,38,54,no,no,239.7,9.7,27.17,70,7,3,2,0
2020,441123,Female,40,87,no,no,352.2,9.5,39.92,93,5,3,1,0
2020,441719,Male,61,85,no,no,333.45,11,37.79,75,2,3,3,0
2020,442113,Female,26,90,no,no,308.55,12.5,34.97,104,6,4,2,0
2020,443050,Male,45,84,no,no,325.65,9.4,36.91,120,4,3,1,0
2020,443111,Male,60,117,no,no,286.65,12,32.49,118,4,4,2,0
2020,443296,Female,49,141,no,yes,281.25,10.5,31.88,105,5,3,3,0
2020,444068,Male,31,74,no,no,337.8,9.1,38.28,95,2,3,2,0
2020,444100,Male,34,110,yes,yes,401.85,8.3,45.54,106,2,3,1,1
2020,444981,Male,26,81,yes,no,375.9,7.8,42.6,131,5,3,1,0
2020,445854,Male,37,89,no,yes,245.25,7.5,27.8,147,5,3,2,0
2020,446346,Female,41,96,no,yes,225,8.5,25.5,55,3,3,1,0
2020,446602,Female,42,78,no,no,211.05,11.7,23.92,107,5,4,0,0
2020,446703,Male,31,123,no,no,258.3,8.7,29.27,101,4,3,1,0
2020,446769,Male,57,131,yes,yes,439.35,13.8,49.79,127,7,4,4,1
2020,447233,Female,42,55,no,no,179.55,4.6,20.35,113,2,2,2,0
2020,448233,Male,54,106,no,no,334.5,7.1,37.91,107,12,2,0,0
2020,449319,Male,37,108,no,yes,414.9,9.8,47.02,95,6,3,2,0
2020,449353,Male,25,129,no,no,297.6,9.2,33.73,101,2,3,2,0
2020,449741,Female,21,92,no,no,236.55,13.8,26.81,99,3,4,1,0
2020,450290,Male,37,133,yes,no,190.95,10.3,21.64,88,3,3,1,0
2020,450513,Male,35,62,no,no,181.05,13.1,20.52,99,6,4,4,0
2020,451467,Male,29,95,no,no,291.9,3.8,33.08,92,2,2,3,0
2020,451692,Female,52,105,no,no,320.1,9.5,36.28,93,6,3,1,0
2020,452515,Female,32,36,no,yes,422.1,9,47.84,113,6,3,2,0
2020,452627,Male,40,123,no,no,239.25,12,27.12,120,4,4,0,0
2020,452942,Female,34,92,no,yes,233.1,8,26.42,118,4,3,3,0
2020,453333,Male,35,86,no,yes,106.35,11.1,12.05,105,5,3,3,0
2020,453665,Female,32,106,no,no,247.95,8.5,28.1,93,3,3,2,0
2020,453828,Female,46,74,no,yes,231.15,10.9,26.2,57,9,3,2,0
2020,454386,Female,33,121,no,no,226.05,9.2,25.62,116,15,3,1,0
2020,454669,Male,46,146,yes,no,306.6,10.5,34.75,114,6,3,3,0
2020,454676,Female,34,121,yes,no,251.55,13.4,28.51,115,1,4,3,1
2020,456905,Female,24,128,yes,yes,335.25,9.4,38,101,2,3,2,1
2020,457297,Female,34,115,no,no,367.8,7.2,41.68,74,8,2,0,0
2020,457836,Female,30,140,no,no,169.2,16.3,19.18,85,6,5,0,0
2020,458305,Male,28,117,yes,yes,294,3.7,33.32,120,5,1,1,0
2020,458503,Female,36,82,no,no,278.7,5.7,31.59,104,7,2,4,0
2020,458561,Female,55,70,no,no,348.15,0,39.46,112,0,0,3,0
2020,459172,Male,37,86,no,yes,178.5,9.5,20.23,58,3,3,0,0
2020,459208,Male,28,112,no,no,173.7,13.1,19.69,78,5,4,1,0
2020,460233,Female,38,82,no,no,188.55,12.9,21.37,103,2,4,1,0
2020,460824,Female,40,86,no,yes,391.8,12.7,44.4,101,5,4,2,0
2020,461477,Male,26,70,no,no,157.05,15.8,17.8,110,7,5,3,0
2020,462492,Male,36,93,no,no,228.6,6.6,25.91,120,5,2,3,0
2020,462544,Male,33,104,no,no,255.9,6.1,29,131,1,2,1,0
2020,462697,Male,35,47,no,yes,168.3,10.6,19.07,105,2,3,0,0
2020,463931,Male,28,102,no,yes,187.95,6.3,21.3,68,2,2,3,0
2020,464616,Female,44,51,no,no,272.25,10.3,30.86,119,2,3,1,0
2020,464805,Male,33,43,no,no,268.95,8,30.48,114,5,3,0,0
2020,464942,Male,26,81,no,no,392.1,8,44.44,96,6,3,1,1
2020,465125,Female,24,147,no,yes,381.3,13.8,43.21,125,7,4,5,0
2020,465300,Male,57,84,no,no,238.5,12.3,27.03,101,5,4,1,0
2020,465704,Female,48,126,no,no,242.1,5.1,27.44,78,2,2,0,0
2020,465790,Male,40,79,no,no,220.5,8.4,24.99,107,9,3,1,0
2020,466436,Female,43,124,no,no,236.25,9.6,26.78,98,4,3,3,0
2020,466523,Male,31,176,no,no,334.8,10.1,37.94,80,2,3,3,0
2020,466759,Male,26,98,no,no,0,6.8,0,88,1,2,4,1
2020,467789,Male,34,75,no,yes,263.7,5.3,29.89,134,4,2,5,0
2020,467956,Male,44,118,yes,no,335.1,6.3,37.98,118,6,2,0,0
2020,467963,Female,28,73,no,no,288.3,9.4,32.67,87,6,3,1,0
2020,469225,Male,23,86,no,no,188.25,8.9,21.34,110,8,3,1,0
2020,470030,Male,45,141,no,no,190.35,8,21.57,128,2,3,1,0
2020,470816,Male,36,33,no,yes,236.1,13.9,26.76,79,11,4,4,1
2020,471459,Female,37,95,no,no,305.1,13.7,34.58,105,3,4,2,0
2020,471674,Female,28,115,yes,no,183,10.8,20.74,124,2,3,2,1
2020,471827,Male,37,83,no,yes,117.75,11.8,13.35,102,4,4,1,0
2020,472057,Male,36,130,no,no,265.35,9.5,30.07,69,2,3,1,0
2020,472957,Female,25,82,no,no,300.45,7.1,34.05,60,1,2,4,0
2020,474106,Male,40,77,no,no,367.8,7.5,41.68,91,4,3,0,1
2020,475071,Female,28,124,no,yes,216.75,12,24.57,82,7,4,2,0
2020,475336,Female,37,74,no,no,233.55,8.1,26.47,97,4,3,0,0
2020,475443,Male,21,90,no,no,169.8,14.1,19.24,124,4,4,3,0
2020,475964,Female,30,117,no,yes,157.35,7.7,17.83,104,6,3,3,0
2020,476461,Female,60,32,no,no,256.8,10.2,29.1,64,7,3,1,0
2020,476809,Female,33,99,no,no,333.6,12,37.81,81,8,4,2,0
2020,476816,Male,38,103,no,no,307.35,10.4,34.83,106,3,3,5,0
2020,477356,Female,49,83,no,yes,142.5,11.2,16.15,79,2,4,0,0
2020,477683,Female,40,98,no,no,189.45,9.4,21.47,135,2,3,3,0
2020,477957,Male,36,92,no,no,295.5,10.8,33.49,105,4,3,1,0
2020,478003,Male,40,161,no,yes,327.75,7.3,37.15,121,4,2,1,0
2020,478129,Female,25,85,no,no,318.45,7.7,36.09,116,3,3,0,0
2020,478349,Female,38,128,yes,no,367.8,10.7,41.68,116,5,3,0,0
2020,478408,Male,42,80,no,no,224.7,10.9,25.47,75,7,3,2,0
2020,480025,Female,56,93,yes,no,197.1,11.1,22.34,103,2,3,1,1
2020,480373,Male,23,80,no,no,403.05,5.8,45.68,140,1,2,2,0
2020,480438,Female,34,146,no,no,283.95,7.4,32.18,83,3,2,0,0
2020,481865,Male,40,113,no,no,225.15,11,25.52,105,3,3,2,0
2020,482349,Male,44,54,no,no,201.45,14.7,22.83,68,4,4,3,0
2020,482478,Female,40,51,no,no,296.7,8.9,33.63,134,5,3,1,0
2020,484303,Male,44,149,no,yes,298.35,14.3,33.81,76,9,4,1,0
2020,484485,Female,32,113,no,no,290.7,10.6,32.95,67,6,3,1,0
2020,485465,Male,39,86,no,yes,149.85,9.8,16.98,90,7,3,2,0
2020,485550,Female,27,126,no,no,263.1,10.6,29.82,93,1,3,0,0
2020,485868,Male,36,66,no,yes,281.7,12,31.93,113,3,4,2,0
2020,486677,Female,38,94,yes,no,364.8,7.2,41.34,99,4,2,4,0
2020,487568,Male,39,125,no,no,252.9,10.9,28.66,92,7,3,0,0
2020,488568,Male,42,153,no,yes,327.75,9.4,37.15,105,6,3,0,0
2020,488980,Female,38,101,no,yes,216.15,14.5,24.5,107,3,4,1,0
2020,489216,Male,33,85,no,no,315.45,11.2,35.75,82,7,4,1,0
2020,489900,Female,48,124,no,no,289.5,15.3,32.81,104,3,5,1,0
2020,490037,Female,47,79,no,yes,396.45,6.3,44.93,92,3,2,4,0
2020,490142,Female,60,148,no,yes,367.35,15.2,41.63,91,4,5,2,0
2020,490277,Female,29,70,no,no,297.9,10.6,33.76,105,6,3,2,0
2020,490698,Female,80,62,no,no,373.05,13.2,42.28,78,2,4,1,1
2020,490988,Male,59,176,no,no,376.35,9.6,42.65,85,6,3,2,0
2020,491355,Female,39,106,no,no,238.05,10.2,26.98,103,4,3,1,0
2020,491524,Male,31,84,no,no,286.5,6.5,32.47,79,4,2,0,0
2020,491556,Female,54,130,no,no,310.65,12.4,35.21,100,2,4,1,0
2020,491558,Female,35,125,no,yes,301.95,5.4,34.22,104,3,2,1,0
2020,492274,Female,44,110,no,no,222.75,12.4,25.25,112,3,4,1,0
2020,492631,Male,29,116,no,yes,290.1,11.4,32.88,98,3,4,5,0
2020,493522,Male,30,131,no,no,166.35,15.8,18.85,114,9,5,1,0
2020,493830,Female,33,76,no,no,305.4,8.4,34.61,97,3,3,0,0
2020,493893,Male,30,110,no,no,224.7,11.7,25.47,119,4,4,2,0
2020,494819,Female,50,117,no,no,242.4,13.8,27.47,111,2,4,1,0
2020,494888,Male,58,111,no,no,213.45,12.8,24.19,94,9,4,2,0
2020,495086,Male,37,122,no,yes,262.35,13.5,29.73,116,3,4,1,1
2020,496170,Male,39,90,no,yes,278.4,11.1,31.55,120,5,3,2,0
2020,497073,Female,24,121,no,yes,355.65,10.1,40.31,85,5,3,4,0
2020,497112,Male,26,167,no,no,311.4,14.1,35.29,98,5,4,0,0
2020,497334,Male,34,70,no,no,334.2,0,37.88,122,0,0,1,0
2020,497660,Male,46,155,no,no,276.9,7.8,31.38,122,1,3,1,0
2020,498024,Female,40,44,no,no,342.15,9.9,38.78,77,5,3,2,1
2020,498249,Female,58,61,no,no,390,9,44.2,70,3,3,1,1
2020,498298,Female,44,141,no,no,323.4,12.4,36.65,107,6,4,1,0
2020,498534,Female,30,95,yes,yes,205.2,10.3,23.26,67,9,3,5,1
2020,499354,Male,39,142,no,no,280.5,7.4,31.79,127,5,2,2,0
2020,499450,Female,40,99,yes,no,295.8,9.9,33.52,99,6,3,4,0
2020,501841,Male,33,60,no,yes,287.7,12.8,32.61,62,3,4,2,0
2020,502502,Male,46,78,no,no,289.65,10.2,32.83,119,1,3,0,0
2020,504933,Male,28,100,no,no,371.7,6.9,42.13,125,2,2,1,0
2020,505557,Male,44,97,no,yes,252.6,8.5,28.63,95,7,3,0,0
2020,505577,Female,36,106,no,no,192.9,11.4,21.86,113,2,4,0,0
2020,506360,Male,59,60,no,no,268.95,13.5,30.48,98,6,4,1,1
2020,506778,Male,39,78,no,no,337.65,14.6,38.27,102,2,4,0,0
2020,507188,Male,31,96,no,yes,275.1,10.5,31.18,93,5,3,1,0
2020,507309,Female,32,155,no,no,244.5,15.1,27.71,109,4,5,2,0
2020,507313,Male,29,118,no,yes,434.25,9.5,49.22,88,4,3,1,0
2020,507920,Female,35,90,no,yes,142.2,11.4,16.12,65,5,4,1,0
2020,508216,Male,30,123,no,no,310.35,7.7,35.17,136,2,3,3,0
2020,508266,Male,24,141,no,no,124.8,10.7,14.14,79,7,3,1,0
2020,510227,Female,49,80,no,no,241.65,10.6,27.39,116,4,3,1,0
2020,511105,Female,71,52,no,yes,256.35,4.1,29.05,124,5,2,2,0
2020,511946,Female,25,140,no,no,194.4,9.4,22.03,124,10,3,3,0
2020,512238,Male,49,64,no,yes,342.9,9,38.86,124,1,3,3,0
2020,512325,Female,42,54,no,yes,310.35,9.2,35.17,120,1,3,3,0
2020,513212,Female,46,110,no,no,363.75,7.8,41.23,86,3,3,4,0
2020,513943,Female,28,31,no,no,265.95,5.1,30.14,92,2,2,0,0
2020,513944,Female,34,30,no,yes,326.1,6.6,36.96,104,3,2,0,0
2020,514054,Female,31,36,no,yes,219.45,14.5,24.87,109,6,4,0,0
2020,514207,Female,35,27,no,no,301.8,8.4,34.2,91,3,3,2,0
2020,514224,Female,39,64,no,yes,141.6,4.5,16.05,89,4,2,0,0
2020,515249,Female,35,79,no,yes,155.55,14.8,17.63,102,4,4,2,0
2020,515771,Male,58,107,no,yes,421.65,11.2,47.79,128,9,4,1,0
2020,516403,Female,41,84,no,no,195.3,14,22.13,74,6,4,2,0
2020,516724,Male,38,112,no,no,325.65,9.4,36.91,91,3,3,2,0
2020,516883,Male,45,112,no,no,408.75,16.4,46.33,94,5,5,3,1
2020,516913,Male,24,84,no,no,285.3,9.8,32.33,102,6,3,2,0
2020,517173,Male,35,28,no,no,281.7,10.6,31.93,124,5,3,0,0
2020,517520,Male,24,74,no,no,281.55,9.1,31.91,94,5,3,0,0
2020,517557,Female,39,99,no,yes,324,9.3,36.72,100,4,3,2,1
2020,517579,Male,43,169,no,no,268.8,9.9,30.46,92,6,3,2,0
2020,518133,Male,25,94,yes,no,255.15,8.7,28.92,78,4,3,1,0
2020,518329,Male,52,12,yes,no,325.05,9.8,36.84,110,4,3,2,0
2020,519124,Female,40,80,no,no,314.85,8.8,35.68,119,4,3,2,0
2020,519912,Female,41,87,no,yes,123.9,9.5,14.04,88,1,3,3,0
2020,520263,Male,41,55,yes,no,287.85,14.3,32.62,101,6,4,1,1
2020,520735,Male,32,144,no,no,92.4,8.2,10.47,99,7,3,4,1
2020,521267,Female,42,94,no,no,245.25,12.6,27.8,82,5,4,1,0
2020,522898,Female,28,115,no,yes,232.8,4.5,26.38,100,4,2,0,0
2020,523129,Male,30,96,no,no,296.55,10.5,33.61,67,3,3,3,0
2020,523481,Male,35,51,yes,yes,203.7,12.3,23.09,98,7,4,2,0
2020,524127,Male,50,173,no,no,437.7,9.9,49.61,119,2,3,0,1
2020,526435,Female,67,99,no,no,239.55,8.4,27.15,114,3,3,1,0
2020,526511,Male,32,82,yes,no,313.2,12.4,35.5,86,6,4,3,0
2020,526862,Male,41,107,no,yes,242.4,13.7,27.47,103,3,4,1,0
2020,527068,Female,43,155,no,no,325.05,10.8,36.84,106,1,3,2,0
2020,527302,Male,35,135,no,yes,410.1,12.3,46.48,112,6,4,1,0
2020,527414,Female,33,66,no,no,231,9.5,26.18,100,3,3,4,1
2020,527555,Male,34,52,no,yes,293.55,5.3,33.27,94,3,2,2,0
2020,527827,Male,46,113,no,yes,270.6,8.4,30.67,124,2,3,1,0
2020,527975,Male,44,125,no,no,214.8,8.8,24.34,135,7,3,4,0
2020,527998,Female,47,103,no,yes,278.1,14.5,31.52,110,4,4,2,0
2020,528067,Female,45,42,no,no,276.75,8.8,31.37,91,3,3,2,0
2020,528867,Male,31,193,no,yes,186,12.3,21.08,129,3,4,1,0
2020,528940,Male,73,133,no,no,243.15,12.2,27.56,78,5,4,1,0
2020,529554,Male,43,172,no,no,430.65,14.4,48.81,98,2,4,3,0
2020,529637,Male,52,80,yes,yes,238.95,11.9,27.08,82,5,4,1,0
2020,530490,Female,34,59,no,yes,199.65,6.8,22.63,103,3,2,1,0
2020,530490,Male,36,172,no,no,323.55,7.1,36.67,83,1,2,3,0
2020,530697,Male,28,73,no,no,321.3,5.9,36.41,112,8,2,0,0
2020,530848,Male,32,232,no,no,248.4,11.8,28.15,77,3,4,1,0
2020,531048,Male,18,120,no,no,225.9,6.4,25.6,123,2,2,1,0
2020,531737,Male,38,137,no,no,216,12.3,24.48,93,2,4,0,0
2020,532020,Female,45,122,no,yes,406.2,11.8,46.04,104,8,4,4,0
2020,532687,Female,32,70,no,no,313.05,8,35.48,122,3,3,2,0
2020,532737,Female,39,126,no,yes,279.3,9.6,31.65,139,3,3,2,0
2020,533568,Male,36,128,no,no,187.8,18.9,21.28,111,2,6,0,0
2020,533725,Male,74,104,no,no,274.35,5.5,31.09,104,4,2,2,0
2020,534693,Male,31,148,no,no,129.45,11.3,14.67,91,4,4,1,0
2020,534803,Female,38,142,no,yes,359.7,9.5,40.77,106,4,3,0,0
2020,536449,Male,71,155,no,no,272.1,11.3,30.84,122,3,4,3,0
2020,536548,Male,51,26,no,no,351.75,3.5,39.87,94,6,1,3,0
2020,536620,Female,48,77,no,no,254.1,2,28.8,89,7,1,1,0
2020,537313,Male,23,63,no,no,213.75,7.5,24.23,120,2,3,2,0
2020,537377,Male,67,68,no,no,243.15,11,27.56,87,9,3,5,1
2020,538317,Female,36,97,no,no,227.4,14.7,25.77,112,4,4,1,0
2020,538442,Male,30,112,no,no,167.85,14.1,19.02,79,3,4,5,1
2020,538753,Female,42,63,no,yes,46.35,8.6,5.25,101,7,3,1,0
2020,539277,Female,38,83,no,no,268.2,8.6,30.4,65,4,3,3,0
2020,539434,Female,38,148,no,yes,140.4,17.5,15.91,84,5,5,1,0
2020,540038,Male,41,70,no,no,255.3,15,28.93,76,2,5,1,0
2020,540155,Female,41,107,no,yes,240.45,5.6,27.25,109,1,2,1,0
2020,540723,Female,31,117,yes,no,250.65,14.1,28.41,132,7,4,2,1
2020,540959,Female,45,16,no,no,314.25,8.8,35.62,102,4,3,1,0
2020,541005,Male,39,112,no,yes,332.4,11.3,37.67,108,3,4,1,0
2020,541516,Female,48,87,no,yes,395.7,8.5,44.85,109,3,3,3,0
2020,541726,Female,32,67,no,no,251.7,8.4,28.53,71,12,3,1,0
2020,541880,Female,31,81,no,no,275.4,12.2,31.21,99,6,4,3,0
2020,542387,Male,42,133,no,no,415.95,12.8,47.14,103,4,4,2,1
2020,543078,Female,27,90,no,no,290.55,12.7,32.93,60,3,4,1,0
2020,543796,Female,34,21,no,yes,203.85,9.5,23.1,89,7,3,6,0
2020,544462,Male,26,107,no,yes,90,11.1,10.2,106,3,3,0,0
2020,545544,Female,40,78,yes,no,355.2,9.5,40.26,77,2,3,1,1
2020,545676,Male,41,172,no,no,258.75,5.9,29.33,113,6,2,0,0
2020,547189,Female,37,9,no,yes,321.15,10.1,36.4,117,3,3,1,0
2020,547427,Female,37,83,no,no,332.1,9.8,37.64,100,5,3,3,0
2020,548457,Female,27,63,no,yes,322.35,8.2,36.53,139,5,3,0,0
2020,549578,Female,40,125,no,no,210.15,8,23.82,77,2,3,1,0
2020,550402,Male,38,85,no,no,191.85,12.5,21.74,76,5,4,0,0
2020,550463,Female,70,125,no,no,197.7,7.7,22.41,119,6,3,2,0
2020,550610,Female,33,68,no,yes,123.75,4.8,14.03,114,4,2,3,0
2020,551030,Male,43,116,no,no,296.85,12,33.64,145,6,4,1,0
2020,551916,Male,65,73,no,no,382.2,15,43.32,102,7,5,2,0
2020,551971,Male,35,160,no,yes,246.9,15.2,27.98,131,4,5,1,0
2020,552167,Female,33,85,no,no,355.35,11.4,40.27,78,7,4,2,1
2020,552420,Female,28,135,yes,yes,191.55,5.8,21.71,84,4,2,2,0
2020,553186,Female,38,93,no,yes,201.3,11.8,22.81,90,2,4,4,1
2020,553628,Female,35,112,no,no,392.1,11.6,44.44,90,2,4,1,0
2020,553858,Male,29,91,no,yes,254.7,10.9,28.87,92,4,3,1,0
2020,554535,Male,35,128,no,no,222.75,6.8,25.25,114,2,2,1,0
2020,554540,Female,30,126,no,yes,230.1,12.8,26.08,97,4,4,4,1
2020,555677,Male,42,103,no,yes,130.8,10.9,14.82,80,5,3,6,1
2020,556880,Male,36,123,no,no,310.35,8.3,35.17,60,2,3,3,0
2020,557206,Female,29,30,no,no,243.45,9.1,27.59,89,4,3,2,0
2020,557327,Male,32,121,no,no,154.95,10.7,17.56,113,3,3,0,0
2020,557780,Female,37,124,no,no,267.6,12,30.33,91,2,4,0,0
2020,557951,Female,31,32,no,no,247.2,14.8,28.02,108,2,4,2,0
2020,558619,Female,31,67,no,no,323.25,8.6,36.64,106,6,3,1,0
2020,558883,Female,37,68,no,no,320.85,8.4,36.36,97,3,3,1,1
2020,558989,Female,30,36,yes,yes,295.2,20,33.46,126,6,6,0,1
2020,559209,Male,35,128,no,yes,256.8,14,29.1,93,6,4,1,0
2020,561126,Female,46,68,no,no,239.25,11.4,27.12,76,3,4,1,0
2020,561997,Male,43,11,no,yes,285.9,6,32.4,80,3,2,3,0
2020,562776,Female,42,12,no,no,374.4,11.8,42.43,90,3,4,1,1
2020,562929,Male,33,81,yes,no,341.1,11.9,38.66,113,3,4,0,0
2020,563007,Male,45,81,yes,no,224.1,17.9,25.4,97,3,5,3,1
2020,563365,Male,35,52,no,no,323.85,5.2,36.7,130,2,2,1,0
2020,563535,Male,35,70,no,no,194.85,14.3,22.08,93,3,4,1,0
2020,563584,Male,38,88,no,no,288,7.5,32.64,125,5,3,1,0
2020,564493,Female,28,115,no,no,276.15,7.5,31.3,106,6,3,2,0
2020,564684,Male,29,134,no,no,312.45,12.6,35.41,86,3,4,1,0
2020,565012,Female,52,225,no,no,248.1,8.7,28.12,93,3,3,0,1
2020,565226,Female,47,136,yes,no,298.8,11.8,33.86,105,7,4,1,0
2020,565606,Female,27,76,no,yes,240.15,9.5,27.22,102,4,3,3,0
2020,566346,Male,28,126,no,no,481.95,8,54.62,106,4,3,1,1
2020,566841,Male,45,144,no,no,209.4,15,23.73,75,4,5,2,0
2020,566948,Male,45,106,no,no,320.85,12.2,36.36,124,5,4,3,0
2020,567205,Male,41,74,no,no,346.35,9.7,39.25,101,2,3,3,0
2020,567486,Female,39,143,no,no,258.45,13,29.29,119,4,4,2,0
2020,567850,Female,40,41,no,no,215.4,8.6,24.41,110,3,3,1,0
2020,568065,Female,29,30,no,no,206.4,5.8,23.39,126,10,2,3,0
2020,568068,Female,39,224,no,no,167.1,5.5,18.94,106,6,2,3,0
2020,568662,Male,33,90,no,no,153,11.4,17.34,105,3,4,2,0
2020,568684,Female,49,139,no,no,294,9.8,33.32,92,1,3,3,0
2020,568793,Female,25,174,no,no,186.45,15.5,21.13,115,5,5,3,0
2020,568912,Male,26,16,no,no,262.05,10.5,29.7,80,8,3,5,0
2020,571702,Female,39,46,no,no,386.1,13.4,43.76,107,5,4,2,1
2020,571817,Male,53,126,yes,yes,193.95,9.6,21.98,102,7,3,1,0
2020,571867,Male,31,92,no,yes,364.65,12.1,41.33,104,2,4,2,0
2020,571980,Male,39,22,no,yes,298.65,4.2,33.85,91,1,2,1,0
2020,573754,Male,38,105,yes,yes,331.05,13.2,37.52,100,6,4,1,1
2020,574614,Male,40,91,no,no,304.65,12,34.53,129,3,4,3,0
2020,574641,Female,36,119,no,no,207.45,13.5,23.51,98,6,4,3,0
2020,574953,Male,42,135,no,no,359.85,5.9,40.78,118,3,2,2,0
2020,576100,Female,37,98,no,yes,417.45,9.7,47.31,42,5,3,0,0
2020,576512,Female,31,63,no,no,230.25,6.5,26.1,85,5,2,2,0
2020,576586,Male,36,60,no,no,330.9,6.8,37.5,129,3,2,1,0
2020,576631,Male,35,131,no,no,164.25,6.6,18.62,108,7,2,1,0
2020,576634,Female,35,119,no,no,265.2,7.5,30.06,77,15,3,1,0
2020,576764,Male,44,82,no,no,215.85,11.1,24.46,94,2,3,1,0
2020,578329,Male,38,86,no,no,339.45,13,38.47,92,3,4,4,0
2020,578400,Male,45,64,yes,no,354.3,13.2,40.15,97,2,4,2,1
2020,578473,Female,43,160,no,no,124.05,10.9,14.06,54,9,3,0,0
2020,579504,Male,38,69,yes,no,419.7,8.4,47.57,118,10,3,2,1
2020,579685,Female,62,108,no,yes,247.65,10.9,28.07,114,4,3,1,0
2020,580165,Female,27,105,no,no,309.3,9,35.05,91,3,3,1,0
2020,580232,Male,37,67,no,yes,194.4,14.5,22.03,93,5,4,1,0
2020,580663,Male,30,95,yes,no,248.25,11.5,28.14,89,2,4,1,1
2020,582042,Male,22,71,no,no,296.85,6.7,33.64,56,5,2,3,0
2020,582097,Male,36,147,no,no,314.1,11.3,35.6,123,3,4,2,0
2020,582178,Male,40,45,no,yes,203.7,7.9,23.09,92,6,3,2,0
2020,582734,Female,38,66,no,no,307.65,9.2,34.87,95,6,3,2,0
2020,582919,Male,36,88,no,no,397.2,14.8,45.02,115,2,4,1,1
2020,584007,Male,53,45,no,no,311.4,12.4,35.29,125,13,4,1,0
2020,584096,Male,52,162,no,no,106.05,9.1,12.02,82,3,3,4,1
2020,584164,Male,36,99,no,yes,301.05,9.1,34.12,102,5,3,1,0
2020,584361,Male,38,35,no,no,158.4,8.7,17.95,77,3,3,0,0
2020,584691,Female,26,41,no,yes,359.7,7.3,40.77,100,1,2,2,0
2020,585240,Male,51,13,no,yes,473.4,12.1,53.65,123,3,4,3,0
2020,585429,Female,47,93,no,no,268.95,11.5,30.48,131,6,4,3,0
2020,585470,Male,33,46,no,no,321.15,8.2,36.4,113,3,3,2,0
2020,585569,Male,22,105,no,yes,152.85,12.9,17.32,77,2,4,0,0
2020,585620,Female,34,48,no,no,297.3,5.1,33.69,73,5,2,1,0
2020,585700,Male,42,90,no,no,268.65,10.6,30.45,91,7,3,3,0
2020,585853,Female,36,92,yes,yes,421.65,7.5,47.79,76,3,3,0,0
2020,586302,Male,38,75,no,yes,177.75,13.4,20.15,99,3,4,2,0
2020,587464,Female,41,85,no,yes,424.8,6.3,48.14,80,1,2,5,0
2020,588138,Female,35,143,no,no,313.65,14,35.55,90,6,4,0,0
2020,588158,Male,40,157,no,no,331.05,11.5,37.52,113,7,4,4,0
2020,588340,Male,48,127,no,no,359.7,11.3,40.77,110,5,4,1,0
2020,588749,Male,41,149,no,no,326.55,9.6,37.01,99,3,3,3,0
2020,589293,Female,25,117,no,no,272.25,14.7,30.86,82,9,4,2,0
2020,589972,Male,30,92,yes,no,93.9,10.4,10.64,80,2,3,1,1
2020,589990,Female,46,99,no,no,218.4,10.9,24.75,83,5,3,1,0
2020,590415,Female,35,67,yes,yes,271.65,16.9,30.79,106,4,5,0,1
2020,590942,Female,28,146,no,no,254.25,9,28.82,115,7,3,2,0
2020,590962,Male,32,111,no,no,264.6,11.2,29.99,138,2,4,0,0
2020,592128,Female,35,163,no,no,286.95,12.8,32.52,121,4,4,1,0
2020,592396,Male,31,48,no,yes,258,8,29.24,96,5,3,1,0
2020,592710,Male,36,69,no,no,342.3,10.7,38.79,60,5,3,3,0
